EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,Department,JobTitle,JobLevel,ManagerID,Location,WorkArrangement,HireDate,TerminationDate,EmploymentStatus,TerminationType,TerminationReason,CurrentSalary,YearsAtCompany
EMP00422,Alexander,Allen,Male,40,Single,Master's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP00218,Remote,Remote,03-07-26,,Active,,,224500,0.07
EMP00423,Hannah,Jones,Female,24,Single,High School,Customer Success,Customer Success Manager,Mid-Level,EMP01655,"New York, NY",Hybrid,23-10-22,09-02-25,Terminated,Voluntary,Compensation,79000,2.3
EMP00424,Sione,Harris,Male,25,Divorced,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00051,"New York, NY",Hybrid,26-07-26,,Active,,,88500,0.01
EMP00425,Ava,Torres,Female,21,Divorced,Bachelor's Degree,Design,Product Designer,Mid-Level,EMP00639,"San Francisco, CA",Hybrid,05-02-23,,Active,,,97000,3.47
EMP00426,Amara,Rivera,Female,25,Single,PhD,Finance,Senior Financial Analyst,Senior,EMP00516,Remote,Remote,24-05-26,,Active,,,105000,0.18
EMP00427,James,Miller,Male,33,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00638,"Austin, TX",Hybrid,17-06-25,,Active,,,148500,1.11
EMP00428,Sophia,Nelson,Female,21,Divorced,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00976,"San Francisco, CA",Hybrid,19-07-26,,Active,,,69000,0.02
EMP00429,Zainab,Wright,Female,29,Married,PhD,Customer Success,Customer Success Manager,Mid-Level,EMP01537,"Chicago, IL",Hybrid,19-06-23,,Active,,,104500,3.11
EMP00430,Hannah,Thomas,Female,26,Single,Bachelor's Degree,Finance,Financial Analyst II,Mid-Level,EMP00015,"Austin, TX",Hybrid,25-07-25,,Active,,,107500,1.01
EMP00431,Ethan,Mitchell,Male,29,Married,Associate's Degree,Customer Success,Support Associate,Entry-Level,EMP00582,"San Francisco, CA",Hybrid,21-07-26,,Active,,,60500,0.02
EMP00432,Nicole,Kumar,Female,38,Married,High School,Customer Success,CS Team Lead,Manager,EMP01054,"Chicago, IL",Onsite,12-06-25,,Active,,,130500,1.13
EMP00433,Andrew,Kim,Male,22,Married,Bachelor's Degree,Marketing,Marketing Coordinator,Entry-Level,EMP01595,"Austin, TX",Hybrid,25-09-25,13-06-26,Terminated,Voluntary,Return to School,65500,0.71
EMP00434,Thomas,Sharma,Male,26,Married,Master's Degree,Sales,Account Executive,Mid-Level,EMP01022,"San Francisco, CA",Onsite,29-11-25,,Active,,,86000,0.66
EMP00435,Elizabeth,Roberts,Female,21,Single,Master's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00446,"New York, NY",Hybrid,09-03-25,,Active,,,150000,1.39
EMP00436,Nicole,Baker,Female,26,Single,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01321,"New York, NY",Hybrid,01-09-25,,Active,,,93000,0.9
EMP00437,Samuel,White,Male,24,Single,PhD,Finance,Senior Financial Analyst,Senior,EMP00930,"Austin, TX",Onsite,18-07-25,06-08-25,Terminated,Voluntary,Return to School,140500,0.05
EMP00438,Kwame,Kone,Male,34,Single,Bachelor's Degree,Sales,Sales Manager,Manager,EMP00821,Remote,Remote,21-05-26,,Active,,,187000,0.19
EMP00439,Joseph,Kone,Male,21,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP01621,"Austin, TX",Hybrid,04-02-23,30-08-25,Terminated,Voluntary,Return to School,86500,2.57
EMP00440,Charles,Mitchell,Male,34,Single,Bachelor's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP01404,Remote,Remote,10-08-24,11-02-25,Terminated,Voluntary,Personal Reasons,204500,0.51
EMP00441,Anthony,Cohen,Male,35,Married,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP00594,"Austin, TX",Hybrid,25-06-26,,Active,,,110000,0.09
EMP00442,Leilani,Wright,Female,21,Single,PhD,Engineering,Software Engineer II,Mid-Level,EMP00808,"New York, NY",Hybrid,07-05-26,,Active,,,101500,0.22
EMP00443,Jason,Hernandez,Male,22,Married,PhD,Marketing,Marketing Specialist,Mid-Level,EMP00717,"Austin, TX",Hybrid,22-03-25,24-09-25,Terminated,Voluntary,Return to School,88500,0.51
EMP00444,Charlotte,Singh,Female,24,Divorced,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP00641,"Austin, TX",Onsite,23-09-25,12-10-25,Terminated,Voluntary,Career Growth,95500,0.05
EMP00445,Ana,Hernandez,Female,27,Married,High School,Engineering,Senior Software Engineer,Senior,EMP01661,"Austin, TX",Onsite,01-08-24,,Active,,,147000,1.99
EMP00446,Jason,Kumar,Male,28,Divorced,Bachelor's Degree,Marketing,Principal Marketing Specialist,Staff,EMP00605,"New York, NY",Hybrid,17-04-24,,Active,,,190500,2.28
EMP00447,Lucas,Santos,Male,34,Married,Bachelor's Degree,Customer Success,CS Team Lead,Manager,EMP01665,"New York, NY",Hybrid,24-04-25,27-11-25,Terminated,Voluntary,Work-Life Balance,125000,0.59
EMP00448,Liam,White,Male,45,Single,High School,Sales,VP of Sales,VP,EMP00191,"Austin, TX",Onsite,29-11-24,04-01-25,Terminated,Voluntary,Personal Reasons,277500,0.1
EMP00449,Thomas,Ferrari,Male,35,Divorced,Bachelor's Degree,Product,Principal Product Manager,Staff,EMP00322,Remote,Remote,29-07-25,,Active,,,205000,1
EMP00450,Layla,Nguyen,Female,32,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00036,"San Francisco, CA",Hybrid,02-07-23,21-10-24,Terminated,Voluntary,Better Opportunity Elsewhere,150500,1.31
EMP00451,Amit,Adams,Male,21,Married,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00993,"New York, NY",Onsite,26-07-26,,Active,,,111000,0.01
EMP00452,Rachel,Wilson,Female,31,Married,High School,Product,Senior Product Manager,Senior,EMP00449,"San Francisco, CA",Hybrid,11-07-26,,Active,,,115000,0.05
EMP00453,John,Hernandez,Male,26,Married,Bachelor's Degree,People,HR Coordinator,Entry-Level,EMP01257,"New York, NY",Hybrid,09-11-25,,Active,,,66000,0.71
EMP00454,Daniel,Adams,Male,29,Single,Bachelor's Degree,Engineering,Staff Engineer,Staff,EMP01442,Remote,Remote,07-06-25,,Active,,,207000,1.14
EMP00455,Liam,Nguyen,Male,34,Married,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01505,"New York, NY",Onsite,22-09-24,,Active,,,93500,1.85
EMP00456,Hiroshi,Flores,Male,29,Single,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01223,"San Francisco, CA",Hybrid,17-03-26,,Active,,,89500,0.36
EMP00457,Charles,Khan,Male,23,Single,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00552,"San Francisco, CA",Hybrid,17-11-25,,Active,,,63000,0.69
EMP00458,David,Santos,Male,24,Married,Master's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01252,Remote,Remote,02-02-24,14-02-25,Terminated,Voluntary,Work-Life Balance,84000,1.03
EMP00459,Jennifer,Singh,Female,37,Married,Master's Degree,People,Senior HR Business Partner,Senior,EMP00125,"Austin, TX",Hybrid,06-05-26,,Active,,,103000,0.23
EMP00460,Ana,Perez,Female,27,Single,Master's Degree,Product,Product Manager,Mid-Level,EMP01134,"San Francisco, CA",Hybrid,14-03-26,,Active,,,109000,0.37
EMP00461,Adrian,Sharma,Male,30,Married,PhD,Sales,Senior Account Executive,Senior,EMP00561,"Austin, TX",Hybrid,06-06-26,,Active,,,148000,0.14
EMP00462,Andrew,Hall,Male,27,Divorced,Master's Degree,Design,Product Designer,Mid-Level,EMP00466,"San Francisco, CA",Hybrid,02-12-25,,Active,,,89000,0.65
EMP00463,Liam,Khan,Male,40,Married,Master's Degree,Engineering,Senior Software Engineer,Senior,EMP01026,"Austin, TX",Hybrid,01-08-25,16-11-25,Terminated,Voluntary,Work-Life Balance,166500,0.29
EMP00464,Thomas,Garcia,Male,23,Married,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP01038,Remote,Remote,10-02-25,,Active,,,69000,1.46
EMP00465,Ryan,Rivera,Male,24,Divorced,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP01503,Remote,Remote,21-06-26,,Active,,,71500,0.1
EMP00466,Samuel,Costa,Male,26,Single,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP01183,"Denver, CO",Hybrid,05-04-26,27-05-26,Terminated,Voluntary,Personal Reasons,156000,0.14
EMP00467,Kenji,Kumar,Male,25,Married,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00515,"San Francisco, CA",Hybrid,02-02-23,27-06-23,Terminated,Voluntary,Career Growth,81500,0.4
EMP00468,Kwame,Scott,Male,21,Single,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01237,"New York, NY",Onsite,22-12-22,16-01-24,Terminated,Voluntary,Compensation,91500,1.07
EMP00469,Alexander,Davis,Male,23,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,,"New York, NY",Onsite,16-12-24,,Active,,,114000,1.61
EMP00470,Hiroshi,Martinez,Male,21,Married,Master's Degree,Design,Junior Product Designer,Entry-Level,EMP00425,"Denver, CO",Hybrid,25-03-26,,Active,,,64000,0.34
EMP00471,Zainab,Kim,Female,34,Married,Bachelor's Degree,Customer Success,Senior CSM,Senior,,"Austin, TX",Hybrid,02-07-26,,Active,,,97500,0.07
EMP00472,James,Campbell,Male,28,Single,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP00643,Remote,Remote,10-02-24,05-03-24,Terminated,Involuntary,Role Elimination / Restructuring,87500,0.07
EMP00473,Matthew,Osei,Male,31,Single,Associate's Degree,Sales,Senior Account Executive,Senior,EMP00534,"New York, NY",Hybrid,02-08-25,05-07-26,Terminated,Involuntary,Budget Reduction,109000,0.92
EMP00474,Sarah,Lee,Female,35,Married,Bachelor's Degree,Customer Success,CS Team Lead,Manager,EMP01370,Remote,Remote,16-12-24,29-08-25,Terminated,Voluntary,Career Growth,109000,0.7
EMP00475,Mia,Brown,Female,27,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00727,"Austin, TX",Onsite,16-07-26,,Active,,,93000,0.03
EMP00476,Rebecca,Jackson,Female,48,Married,Bachelor's Degree,Sales,Director of Sales,Director,EMP01697,"San Francisco, CA",Hybrid,19-03-26,20-04-26,Terminated,Voluntary,Personal Reasons,200000,0.09
EMP00477,Ngozi,Santos,Female,26,Single,Master's Degree,Product,Senior Product Manager,Senior,EMP00449,"Austin, TX",Hybrid,29-03-26,01-05-26,Terminated,Voluntary,Better Opportunity Elsewhere,118500,0.09
EMP00478,David,Sharma,Male,31,Married,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP00521,Remote,Remote,07-04-25,,Active,,,150000,1.31
EMP00479,Carmen,Jones,Female,31,Single,Bachelor's Degree,Customer Success, Senior CSM ,Senior,EMP01501,"San Francisco, CA",Hybrid,22-02-25,,Active,,,113000,1.43
EMP00480,Aaliyah,Taylor,Female,35,Single,Bachelor's Degree,People,Senior HR Business Partner,Senior,EMP00125,Remote,Remote,12-08-24,,Active,,,127500,1.96
EMP00481,Kwame,Rodriguez,Male,29,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01185,Remote,Remote,24-03-23,02-04-23,Terminated,Involuntary,Role Elimination / Restructuring,123500,0.02
EMP00482,Rebecca,Walker,Female,29,Married,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01557,"Chicago, IL",Hybrid,15-04-26,,Active,,,106500,0.28
EMP00483,Priya,Campbell,Female,21,Single,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP00550,"Chicago, IL",Hybrid,08-03-26,23-07-26,Terminated,Involuntary,Budget Reduction,62500,0.38
EMP00484,Andrew,Campbell,Male,21,Single,Master's Degree,Engineering,Software Engineer I,Entry-Level,EMP00886,"Chicago, IL",Onsite,06-07-26,,Active,,,67500,0.06
EMP00485,David,Roberts,Male,22,Married,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP01673,"Chicago, IL",Hybrid,27-07-26,,Active,,,101500,0
EMP00486,Mark,Andersson,Male,21,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00743,"New York, NY",Hybrid,10-07-25,12-11-25,Terminated,Voluntary,Relocation,96000,0.34
EMP00487,Jose,Jones,Male,29,Single,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00727,"Chicago, IL",Hybrid,03-01-26,,Active,,,103500,0.56
EMP00488,David,Santos,Male,23,Single,Master's Degree,Engineering,Software Engineer I,Entry-Level,EMP01139,Remote,Remote,19-06-26,,Active,,,75000,0.11
EMP00489,Sofia,Martin,Female,31,Single,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00328,"San Francisco, CA",Hybrid,17-04-26,,Active,,,166000,0.28
EMP00490,Kimberly,Khan,Female,35,Single,Master's Degree,Product,Group Product Manager,Manager,EMP00706,Remote,Remote,07-07-24,13-04-25,Terminated,Voluntary,Better Opportunity Elsewhere,163000,0.77
EMP00491,Lucas,Mitchell,Male,42,Married,Bachelor's Degree,Customer Success,Director of Customer Success,Director,EMP01099,"Austin, TX",Hybrid,21-03-25,,Active,,,195500,1.35
EMP00492,Angela,Mitchell,Female,33,Married,High School,Sales,Account Executive,Mid-Level,EMP00732,"San Francisco, CA",Hybrid,20-12-23,20-04-25,Terminated,Voluntary,Compensation,85500,1.33
EMP00493,Ethan,Sharma,Male,30,Married,Bachelor's Degree,Legal,Corporate Counsel,Senior,EMP01067,"Austin, TX",Hybrid,26-06-26,,Active,,,140500,0.09
EMP00494,Christopher,Martinez,Male,38,Married,Bachelor's Degree,Design,Design Manager,Manager,EMP01446,"Austin, TX",Hybrid,04-08-25,,Active,,,162000,0.98
EMP00495,Sofia,Nilsson,Female,25,Married,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01714,Remote,Remote,14-06-24,19-11-24,Terminated,Voluntary,Relocation,83000,0.43
EMP00496,Natalie,Moore,Female,31,Divorced,Master's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01615,Remote,Remote,20-10-25,31-01-26,Terminated,Voluntary,Personal Reasons,99500,0.28
EMP00497,Zainab,Levi,Female,35,Married,High School,Customer Success,Director of Customer Success,Director,EMP01099,Remote,Remote,22-09-25,27-06-26,Terminated,Voluntary,Return to School,187500,0.76
EMP00498,Yuki,Campbell,Female,21,Single,Bachelor's Degree,Design,Product Designer,Mid-Level,EMP00684,Remote,Remote,15-11-24,,Active,,,98000,1.7
EMP00499,Olivia,Patel,Female,36,Married,Master's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00650,"San Francisco, CA",Hybrid,24-11-23,,Active,,,92500,2.67
EMP00500,Chloe,Green,Female,32,Single,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00583,"Austin, TX",Hybrid,08-10-25,,Active,,,79500,0.8
EMP00501,Joseph,Scott,Male,21,Married,Master's Degree,Product,Associate Product Manager,Entry-Level,EMP01733,"New York, NY",Onsite,21-06-25,,Active,,,89500,1.1
EMP00502,Angela,Young,Female,35,Married,Bachelor's Degree,Sales,Sales Manager,Manager,EMP00509,Remote,Remote,15-01-26,,Active,,,139500,0.53
EMP00503,Taylor,Anderson,Non-binary,30,Married,Associate's Degree,Sales,Senior Account Executive,Senior,EMP01083,"Austin, TX",Onsite,22-06-25,,Active,,,141500,1.1
EMP00504,Michelle,Brown,Female,30,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00161,Remote,Remote,20-04-26,,Active,,,103500,0.27
EMP00505,Jun,White,Male,32,Single,High School,Finance,Financial Analyst I,Entry-Level,EMP00868,"Denver, CO",Hybrid,28-06-25,,Active,,,75500,1.08
EMP00506,Michael,Kone,Male,25,Single,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP00220,Remote,Remote,14-07-25,,Active,,,138500,1.04
EMP00507,Michelle,Cohen,Female,25,Single,Bachelor's Degree,Sales,Senior Account Executive,Senior,EMP00979,"San Francisco, CA",Hybrid,27-04-26,,Active,,,143000,0.25
EMP00508,Samuel,Roberts,Male,24,Single,PhD,Finance,Financial Analyst I,Entry-Level,EMP01036,"New York, NY",Hybrid,29-01-25,08-01-26,Terminated,Voluntary,Better Opportunity Elsewhere,76500,0.94
EMP00509,Ana,Schmidt,Female,31,Single,Bachelor's Degree,Sales,Senior Sales Manager,Senior Manager,EMP00170,Remote,Remote,09-01-24,,Active,,,184000,2.55
EMP00510,Jun,Thomas,Male,21,Single,Bachelor's Degree,Legal,Paralegal,Mid-Level,EMP00751,Remote,Remote,08-12-22,,Active,,,101500,3.64
EMP00511,Ethan,King,Male,26,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00255,"San Francisco, CA",Hybrid,26-01-26,,Active,,,87500,0.5
EMP00512,Chloe,King,Female,33,Divorced,Master's Degree,Engineering,Senior Software Engineer,Senior,EMP00756,Remote,Remote,28-09-25,,Active,,,153000,0.83
EMP00513,William,Khan,Male,27,Single,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00660,Remote,Remote,26-11-25,,Active,,,92000,0.67
EMP00514,Charles,Ramirez,Male,38,Single,Associate's Degree,Customer Success,CS Team Lead,Manager,EMP01021,"Austin, TX",Onsite,17-05-24,,Active,,,143000,2.2
EMP00515,Laura,Costa,Female,32,Single,High School,Customer Success,Senior CSM,Senior,EMP01501,"Austin, TX",Onsite,02-01-24,02-06-24,Terminated,Involuntary,Performance,91500,0.42
EMP00516,Mia,Torres,Female,28,Married,Bachelor's Degree,Finance,Finance Business Partner,Staff,EMP00655,"New York, NY",Hybrid,25-10-22,,Active,,,198500,3.76
EMP00517,Christopher,Diallo,Male,24,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP00965,"New York, NY",Hybrid,24-11-24,,Active,,,57000,1.67
EMP00518,Lucia,Sanchez,Female,21,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP01334,"Chicago, IL",Hybrid,30-08-25,,Active,,,71000,0.91
EMP00519,Ashley,Thomas,Female,24,Single,Master's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01014,"Austin, TX",Hybrid,03-01-25,,Active,,,83500,1.56
EMP00520,Fatima,Moore,Female,27,Married,High School,Customer Success,Customer Success Manager,Mid-Level,EMP00716,"Chicago, IL",Hybrid,08-03-25,24-05-25,Terminated,Voluntary,Career Growth,79000,0.21
EMP00521,Justin,Martinez,Male,32,Married,High School,Design,Staff Designer,Staff,EMP00395,"Denver, CO",Hybrid,12-05-26,,Active,,,202000,0.21
EMP00522,Emily,Khan,Female,29,Single,Master's Degree,People,People Team Lead,Manager,EMP00174,"San Francisco, CA",Onsite,01-11-24,,Active,,,122000,1.74
EMP00523,Raj,Thompson,Male,25,Single,Bachelor's Degree,Engineering, Senior Software Engineer ,Senior,EMP01661,"Denver, CO",Onsite,10-05-25,17-07-25,Terminated,Involuntary,Policy Violation,131000,0.19
EMP00524,Miguel,Sharma,Male,39,Married,Bachelor's Degree,Customer Success,Senior CS Manager,Senior Manager,EMP00282,"San Francisco, CA",Hybrid,20-02-26,,Active,,,165500,0.43
EMP00525,Mark,Lopez,Male,33,Married,High School,People,Senior HR Business Partner,Senior,EMP00928,"Austin, TX",Hybrid,03-01-25,,Active,,,127500,1.56
EMP00526,Amy,Green,Female,26,Married,High School,Customer Success,Customer Success Manager,Mid-Level,EMP00230,"Denver, CO",Hybrid,06-09-25,09-12-25,Terminated,Voluntary,Compensation,71500,0.26
EMP00527,Justin,Hall,Male,26,Married,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01655,Remote,Remote,07-04-26,,Active,,,92500,0.31
EMP00528,Jessica,Rodriguez,Female,34,Married,High School,Customer Success,Senior CSM,Senior,EMP01147,"San Francisco, CA",Hybrid,20-06-26,,Active,,,98500,0.1
EMP00529,Sophia,Muller,Female,21,Married,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00964,"San Francisco, CA",Onsite,23-01-24,20-07-24,Terminated,Voluntary,Relocation,75000,0.49
EMP00530,Brian,Ferrari,Male,,Single,Master's Degree,Marketing,Marketing Coordinator,Entry-Level,,"San Francisco, CA",Hybrid,25-06-26,,Active,,,78000,0.09
EMP00531,Wei,Nguyen,Male,24,Single,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00340,"San Francisco, CA",Hybrid,27-05-25,,Active,,,160000,1.17
EMP00532,Luis,Hill,Male,,Married,Master's Degree,Engineering,Engineering Manager,Manager,EMP01290,"New York, NY",Hybrid,18-07-24,,Active,,,195000,2.03
EMP00533,Lauren,Lee,Female,26,Divorced,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00680,"Chicago, IL",Onsite,11-03-25,,Active,,,81500,1.38
EMP00534,Robert,Thompson,Male,43,Divorced,Master's Degree,Sales,Enterprise Account Executive,Staff,EMP00364,"Austin, TX",Onsite,19-07-26,,Active,,,179500,0.02
EMP00535,Adrian,Campbell,Male,,Divorced,Bachelor's Degree,Sales,Sales Manager,Manager,EMP01283,Remote,Remote,05-05-25,,Active,,,156000,1.23
EMP00536,Lauren,Osei,Female,21,Married,Master's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01103,"Austin, TX",Hybrid,19-10-24,01-12-25,Terminated,Voluntary,Work-Life Balance,76000,1.12
EMP00537,Sofia,Lewis,Female,30,Married,Bachelor's Degree,Design,Junior Product Designer,Entry-Level,EMP01670,Remote,Remote,11-09-25,,Active,,,69000,0.88
EMP00538,Noah,Thomas,Male,21,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP00552,Remote,Remote,24-06-24,,Active,,,80500,2.09
EMP00539,Mohammed,Sanchez,Male,32,Single,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP01541,"New York, NY",Hybrid,12-06-23,07-11-25,Terminated,Involuntary,Budget Reduction,151500,2.41
EMP00540,Mei,Moore,Female,35,Married,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP00268,"Austin, TX",Onsite,10-12-23,23-03-26,Terminated,Involuntary,Policy Violation,126000,2.28
EMP00541,Isabella,Walker,Female,40,Single,Associate's Degree,Customer Success,Senior CS Manager,Senior Manager,EMP00491,"Denver, CO",Hybrid,08-12-23,16-05-24,Terminated,Voluntary,Return to School,165000,0.44
EMP00542,Ngozi,Kone,Female,31,Single,Bachelor's Degree,Engineering,Staff Engineer,Staff,EMP00295,"Denver, CO",Hybrid,24-02-24,,Active,,,149500,2.42
EMP00543,Ana,Brown,Female,26,Married,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00708,Remote,Remote,28-01-24,,Active,,,82500,2.5
EMP00544,Michael,Campbell,Male,28,Married,PhD,Engineering,Software Engineer I,Entry-Level,EMP01064,"Denver, CO",Hybrid,28-09-25,,Active,,,72000,0.83
EMP00545,Matthew,Muller,Male,32,Single,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP01541,"New York, NY",Hybrid,09-03-24,,Active,,,129000,2.38
EMP00546,Thomas,Nilsson,Male,21,Single,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00938,Remote,Remote,04-11-24,09-05-25,Terminated,Voluntary,Personal Reasons,69000,0.51
EMP00547,Kevin,Mitchell,Male,35,Married,Associate's Degree,Engineering,Software Engineer II,Mid-Level,EMP01657,Remote,Remote,05-05-26,,Active,,,113500,0.23
EMP00548,Aaliyah,Ali,Female,27,Married,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,,"Chicago, IL",Hybrid,21-04-25,05-05-25,Terminated,Voluntary,Compensation,91500,0.04
EMP00549,Thomas,Muller,Male,26,Married,Master's Degree,Marketing,Marketing Coordinator,Entry-Level,EMP01166,Remote,Remote,08-10-25,,Active,,,71500,0.8
EMP00550,David,Taylor,Male,30,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00413,"Denver, CO",Hybrid,23-03-24,,Active,,,120500,2.35
EMP00551,Jordan,Costa,Non-binary,32,Single,Master's Degree,Legal, Paralegal ,Mid-Level,EMP00751,"Chicago, IL",Hybrid,09-04-24,24-12-24,Terminated,Voluntary,Work-Life Balance,105000,0.71
EMP00552,Femi,Lopez,Male,32,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00578,"Chicago, IL",Hybrid,15-02-23,02-09-23,Terminated,Voluntary,Relocation,96500,0.54
EMP00553,Hiroshi,Rodriguez,Male,25,Married,Associate's Degree,Sales,Sales Development Rep,Entry-Level,EMP01313,"Chicago, IL",Hybrid,15-03-24,,Active,,,68000,2.37
EMP00554,Miguel,Flores,Male,30,Married,Bachelor's Degree,Legal,Corporate Counsel,Senior,EMP00108,"San Francisco, CA",Onsite,16-08-24,,Active,,,162500,1.95
EMP00555,Grace,Patel,Female,37,Single,High School,Engineering,Engineering Manager,Manager,EMP01290,"Denver, CO",Hybrid,14-03-24,23-08-25,Terminated,Voluntary,Work-Life Balance,144500,1.44
EMP00556,Maria,Mensah,Female,32,Single,Bachelor's Degree,Finance,Financial Analyst II,Mid-Level,EMP00777,"Denver, CO",Hybrid,08-08-23,26-09-23,Terminated,Voluntary,Better Opportunity Elsewhere,85500,0.13
EMP00557,Hiroshi,Levi,Male,,Single,Bachelor's Degree,Engineering,Staff Engineer,Staff,EMP01379,"San Francisco, CA",Onsite,18-12-23,,Active,,,181000,2.61
EMP00558,Femi,Chen,Male,30,Married,Master's Degree,Sales,Account Executive,Mid-Level,EMP00507,"San Francisco, CA",Onsite,10-04-25,,Active,,,97500,1.3
EMP00559,Layla,Chen,Female,,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00523,Remote,Remote,28-05-24,,Active,,,98000,2.17
EMP00560,Elizabeth,Nilsson,Female,44,Married,Bachelor's Degree,Customer Success,CS Team Lead,Manager,EMP01665,"Denver, CO",Hybrid,20-12-24,09-03-26,Terminated,Voluntary,Better Opportunity Elsewhere,126000,1.22
EMP00561,Lucia,Martinez,Female,34,Married,Master's Degree,Sales,Enterprise Account Executive,Staff,EMP00236,"Austin, TX",Hybrid,06-05-25,,Active,,,182000,1.23
EMP00562,Chioma,Taylor,Female,33,Married,Bachelor's Degree,Customer Success,CS Team Lead,Manager,EMP00366,Remote,Remote,12-11-25,28-04-26,Terminated,Voluntary,Return to School,126000,0.46
EMP00563,Emily,Green,Female,26,Married,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01540,Remote,Remote,02-01-23,22-08-23,Terminated,Voluntary,Better Opportunity Elsewhere,77000,0.64
EMP00564,Thomas,Martinez,Male,24,Single,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01220,"New York, NY",Hybrid,07-02-26,,Active,,,74000,0.47
EMP00565,David,Khan,Male,37,Married,Bachelor's Degree,Engineering,Senior Engineering Manager,Senior Manager,,"San Francisco, CA",Hybrid,16-09-25,,Active,,,197500,0.86
EMP00566,Alexander,Ali,Male,21,Married,High School,Product,Product Manager,Mid-Level,EMP00568,Remote,Remote,03-07-23,,Active,,,124500,3.07
EMP00567,Priya,Cohen,Female,22,Single,Master's Degree,Finance,Financial Analyst II,Mid-Level,EMP01327,Remote,Remote,13-04-26,,Active,,,94000,0.29
EMP00568,Jennifer,Hall,Female,29,Married,High School,Product,Senior Product Manager,Senior,EMP00383,"San Francisco, CA",Onsite,03-05-26,,Active,,,109000,0.24
EMP00569,Ahmed,Taylor,Male,28,Divorced,Master's Degree,Marketing,Senior Marketing Manager,Senior Manager,EMP01362,"Austin, TX",Hybrid,27-04-23,,Active,,,156000,3.25
