EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,Department,JobTitle,JobLevel,ManagerID,Location,WorkArrangement,HireDate,TerminationDate,EmploymentStatus,TerminationType,TerminationReason,CurrentSalary,YearsAtCompany
EMP00338,Hiroshi,Allen,Male,21.0,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP01402,"San Francisco, CA",Onsite,2026-02-26,,Active,,,62500,0.42
EMP00339,Mason,Ramirez,Male,24.0,Single,Bachelor's Degree,Product, Product Manager ,Mid-Level,EMP00820,"Austin, TX",Onsite,2024-08-04,,Active,,,94500,1.98
EMP00340,Benjamin,Martin,Male,33.0,Single,Bachelor's Degree,Engineering,Staff Engineer,Staff,EMP00764,"Denver, CO",Hybrid,2024-03-30,,Active,,,203500,2.33
EMP00341,Zainab,Muller,Female,21.0,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00907,"Denver, CO",Onsite,2026-01-07,,Active,,,87000,0.55
EMP00342,Ethan,Santos,Male,25.0,Married,Master's Degree,Design,Junior Product Designer,Entry-Level,EMP01261,Remote,Remote,2026-02-07,,Active,,,83000,0.47
EMP00343,Alexander,Levi,Male,34.0,Married,Bachelor's Degree,Finance,Director of Finance,Director,EMP00978,"New York, NY",Hybrid,2026-07-18,,Active,,,189500,0.03
EMP00344,Amit,Singh,Male,27.0,Married,PhD,Sales,Sales Development Rep,Entry-Level,EMP01547,"Chicago, IL",Hybrid,2025-02-03,,Active,,,82500,1.48
EMP00345,Joseph,Anderson,Male,23.0,Single,Bachelor's Degree,Finance,Financial Analyst II,Mid-Level,EMP00335,"Denver, CO",Onsite,2024-12-01,,Active,,,106000,1.65
EMP00346,Emily,Torres,Female,37.0,Married,Associate's Degree,Engineering,Director of Engineering,Director,EMP00674,"Austin, TX",Hybrid,2026-01-24,2026-02-17,Terminated,Voluntary,Return to School,253000,0.07
EMP00347,Megan,Walker,F,31.0,Divorced,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP00585,"Denver, CO",Onsite,2024-11-25,2024-12-12,Terminated,Voluntary,Personal Reasons,133500,0.05
EMP00348,Jason,Hill,Male,33.0,Single,Bachelor's Degree,Sales,Senior Account Executive,Senior,EMP01457,"Denver, CO",Onsite,2026-06-04,,Active,,,159500,0.15
EMP00349,John,Thomas,Male,37.0,Single,Master's Degree,Customer Success,CS Team Lead,Manager,EMP01156,"New York, NY",Hybrid,2026-04-06,,Active,,,147500,0.31
EMP00350,Aaliyah,Miller,Female,25.0,Divorced,Master's Degree,Engineering,Software Engineer I,Entry-Level,EMP00890,"New York, NY",Hybrid,2025-02-09,2025-07-01,Terminated,Voluntary,Compensation,83500,0.39
EMP00351,Samuel,Walker,Male,31.0,Married,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP01501,"Austin, TX",Hybrid,2026-01-22,,Active,,,98000,0.51
EMP00352,Ngozi,Wang,Female,29.0,Married,Master's Degree,Sales,Account Executive,Mid-Level,EMP01363,"New York, NY",Hybrid,2026-01-14,,Active,,,79000,0.53
EMP00353,Amanda,Souza,Female,37.0,Divorced,Master's Degree,Customer Success,CS Team Lead,Manager,EMP01370,"Denver, CO",Onsite,2023-10-28,2023-12-29,Terminated,Voluntary,Relocation,110000,0.17
EMP00354,Samuel,Ahmed,Male,25.0,Married,High School,Product,Product Manager,Mid-Level,EMP01499,"New York, NY",Hybrid,2026-05-12,,Active,,,106500,0.21
EMP00355,Maria,Rodriguez,Female,33.0,Single,Bachelor's Degree,People,Senior HR Business Partner,Senior,EMP00125,"New York, NY",Hybrid,2025-05-28,,Active,,,116500,1.17
EMP00356,Amanda,Anderson,Female,23.0,Married,Master's Degree,ENGINEERING,Software Engineer II,Mid-Level,EMP00273,"Austin, TX",Hybrid,2026-03-25,,Active,,,94000,0.34
EMP00357,John,Kone,Male,32.0,Married,Bachelor's Degree,Marketing, Marketing Specialist ,Mid-Level,EMP01216,"Austin, TX",Onsite,2024-10-20,,Active,,,102500,1.77
EMP00358,Chidi,Silva,Male,36.0,Divorced,Bachelor's Degree,Marketing,Principal Marketing Specialist,Staff,EMP00570,"San Francisco, CA",Hybrid,2026-05-24,,Active,,,161000,0.18
EMP00359,Arjun,Rossi,Male,39.0,Single,Master's Degree,Marketing,Senior Marketing Specialist,Senior,EMP01368,"New York, NY",Onsite,2025-01-25,2026-05-24,Terminated,Voluntary,Career Growth,105500,1.33
EMP00360,Mohammed,Williams,Male,32.0,Married,Bachelor's Degree,Sales,Senior Account Executive,Senior,EMP01367,"Denver, CO",Hybrid,2022-09-04,2026-01-03,Terminated,Voluntary,Personal Reasons,130000,3.33
EMP00361,Amara,Osei,Female,31.0,Married,High School,Sales, Account Executive ,Mid-Level,EMP01555,Remote,Remote,2026-05-21,,Active,,,99000,0.19
EMP00362,Laura,Nilsson,Female,34.0,Single,Associate's Degree,Executive,Business Operations Director,Director,,"Austin, TX",Hybrid,2023-08-30,,Active,,,350000,2.91
EMP00363,Amanda,Walker,Female,37.0,Single,Bachelor's Degree,engineering,Staff Engineer,Staff,EMP00144,"Austin, TX",Hybrid,2024-10-24,,Active,,,202500,1.76
EMP00364,Mohammed,Jackson,Male,40.0,Divorced,Master's Degree,Sales,Sales Manager,Manager,EMP01009,"New York, NY",Onsite,2026-06-12,,Active,,,142000,0.13
EMP00365,Daniel,Nguyen,Male,36.0,Single,Master's Degree,Customer Success,Senior CSM,Senior,EMP00220,"New York, NY",Hybrid,2026-06-10,,Active,,,109000,0.13
EMP00366,Michelle,Singh,Female,39.0,Married,High School,Customer Success,Senior CS Manager,Senior Manager,EMP00282,"Denver, CO",Hybrid,2025-07-30,2025-07-30,Terminated,Voluntary,Compensation,173000,0.0
EMP00367,Robert,Smith,Male,34.0,Divorced,Bachelor's Degree,Engineering,Engineering Manager,Manager,EMP00875,Remote,Remote,2025-09-22,,Active,,,175000,0.85
EMP00368,Leilani,Costa,Female,25.0,Single,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP01501,Remote,Remote,2025-03-28,2025-09-22,Terminated,Involuntary,Role Elimination / Restructuring,116000,0.49
EMP00369,Robert,Rivera,Male,25.0,Divorced,Bachelor's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00358,"Austin, TX",Hybrid,2024-09-07,2026-04-29,Terminated,Voluntary,Relocation,129500,1.64
EMP00370,Isabella,Walker,Female,38.0,Married,Master's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP01404,Remote,Remote,2024-10-03,2025-03-16,Terminated,Voluntary,Return to School,210500,0.45
EMP00371,Angela,Nilsson,Female,22.0,Married,Bachelor's Degree,People,Senior HR Business Partner,Senior,EMP00796,"Austin, TX",Onsite,2025-10-23,,Active,,,128000,0.76
EMP00372,Wei,Wang,Male,32.0,Single,Bachelor's Degree,ENGINEERING, Engineering Manager ,Manager,EMP01344,"Chicago, IL",Onsite,2026-01-28,,Active,,,160500,0.5
EMP00373,Matthew,White,Male,30.0,Divorced,Bachelor's Degree,Product,Senior Product Manager,Senior,,"Chicago, IL",Hybrid,2026-02-14,2026-03-03,Terminated,Voluntary,Personal Reasons,114500,0.05
EMP00374,Kofi,Hernandez,Male,30.0,Single,Bachelor's Degree,ENGINEERING,Senior Software Engineer,Senior,EMP00167,"Chicago, IL",Hybrid,2026-02-24,2026-05-09,Terminated,Voluntary,Relocation,162000,0.2
EMP00375,William,Levi,Male,22.0,Single,Bachelor's Degree,ENGINEERING,Software Engineer II,Mid-Level,EMP00262,"San Francisco, CA",Hybrid,2023-08-10,,Active,,,120000,2.97
EMP00376,Aaliyah,Campbell,Female,21.0,Single,Bachelor's Degree,people,HR Generalist,Mid-Level,EMP00400,"San Francisco, CA",Onsite,2025-05-16,2025-12-04,Terminated,Voluntary,Work-Life Balance,78500,0.55
EMP00377,Leilani,Rodriguez,Female,36.0,Single,Bachelor's Degree,Product,VP of Product,VP,EMP01180,"Denver, CO",Hybrid,2023-03-16,,Active,,,242000,3.37
EMP00378,Ashley,Levi,Female,29.0,Married,Master's Degree,Design,Senior Product Designer,Senior,EMP00850,"Austin, TX",Onsite,2025-06-22,,Active,,,122000,1.1
EMP00379,Olivia,Ferrari,Female,39.0,Divorced,High School,Engineering,Senior Software Engineer,Senior,EMP00330,"Austin, TX",Hybrid,2025-03-10,,Active,,,148500,1.38
EMP00380,Daniel,Abara,Male,46.0,Divorced,Bachelor's Degree,Sales,Director of Sales,Director,EMP00592,"Denver, CO",Onsite,2026-05-25,,Active,,,199500,0.18
EMP00381,Jun,Abara,Male,31.0,Single,Master's Degree,Sales,Senior Account Executive,Senior,EMP00534,"New York, NY",Onsite,2024-11-13,2025-11-14,Terminated,Voluntary,Compensation,149000,1.0
EMP00382,Ethan,Muller,Male,32.0,Single,High School,Product,Principal Product Manager,Staff,EMP01581,"Chicago, IL",Hybrid,2023-12-06,,Active,,,176500,2.64
EMP00383,Aaliyah,Williams,Female,,Married,Bachelor's Degree,Product,Principal Product Manager,Staff,EMP00257,"Austin, TX",Hybrid,2024-01-12,2024-12-09,Terminated,Voluntary,Better Opportunity Elsewhere,185000,0.91
EMP00384,Kofi,Roberts,Male,33.0,Single,Bachelor's Degree,People,Senior HR Business Partner,Senior,EMP00843,Remote,Remote,2026-01-09,,Active,,,144500,0.55
EMP00385,Amara,Okafor,Female,23.0,Married,High School,Product,Associate Product Manager,Entry-Level,EMP00950,"Austin, TX",Onsite,2025-09-13,2026-01-04,Terminated,Voluntary,Better Opportunity Elsewhere,78000,0.31
EMP00386,Maria,Garcia,Female,23.0,Divorced,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00907,Remote,Remote,2023-10-04,,Active,,,110500,2.81
EMP00387,Rachel,Roberts,F,26.0,Married,PhD,Engineering,Software Engineer II,Mid-Level,EMP00620,"New York, NY",Onsite,2023-07-24,,Active,,,98500,3.01
EMP00388,Kimberly,Mitchell,Female,31.0,Single,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,,"Denver, CO",Onsite,2025-11-11,2025-11-17,Terminated,Voluntary,Compensation,73500,0.02
EMP00389,Ethan,Allen,M,26.0,Married,Associate's Degree,Design,Product Designer,Mid-Level,EMP00615,Remote,Remote,2023-06-20,,Active,,,102000,3.1
EMP00390,Alexander,Williams,Male,22.0,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01558,"San Francisco, CA",Onsite,2026-03-18,,Active,,,97500,0.36
EMP00391,Maria,Rivera,Female,21.0,Single,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP01208,"Austin, TX",Hybrid,2025-11-26,,Active,,,81500,0.67
EMP00392,William,Rodriguez,Male,26.0,Married,Bachelor's Degree,Legal,Paralegal,Mid-Level,EMP00294,"New York, NY",Onsite,2023-07-11,2024-09-19,Terminated,Voluntary,Work-Life Balance,115500,1.19
EMP00393,Thomas,Hall,Male,21.0,Divorced,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00109,"San Francisco, CA",Hybrid,2023-07-25,,Active,,,76500,3.01
EMP00394,Mei,Walker,Female,28.0,Divorced,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP00246,"New York, NY",Hybrid,2026-07-21,,Active,,,113500,0.02
EMP00395,Andrew,Wilson,Male,42.0,Divorced,Bachelor's Degree,Design,Design Manager,Manager,EMP01446,"San Francisco, CA",Hybrid,2024-12-04,2024-12-12,Terminated,Voluntary,Better Opportunity Elsewhere,161500,0.02
EMP00396,Sophia,Dubois,Female,29.0,Divorced,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP01709,Remote,Remote,2024-12-18,,Active,,,162000,1.61
EMP00397,Ava,Nelson,Female,23.0,Single,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01167,"Denver, CO",Onsite,2026-03-01,2026-06-06,Terminated,Voluntary,Return to School,70500,0.27
EMP00398,Mark,Moore,Male,25.0,Married,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01540,"Austin, TX",Hybrid,2026-06-27,,Active,,,72000,0.08
EMP00399,Raj,Garcia,Male,33.0,Single,Bachelor's Degree,Marketing,Marketing Coordinator,Entry-Level,EMP00472,Remote,Remote,2026-07-07,,Active,,,67000,0.06
EMP00400,Carlos,Rivera,Male,29.0,Single,Bachelor's Degree,People,Senior HR Business Partner,Senior,EMP00928,"San Francisco, CA",Onsite,2026-01-06,,Active,,,135000,0.56
EMP00401,Victoria,Ferrari,Female,21.0,Married,Master's Degree,Marketing,Marketing Coordinator,Entry-Level,EMP01582,"San Francisco, CA",Hybrid,2024-12-15,2025-02-12,Terminated,Involuntary,Budget Reduction,69500,0.16
EMP00402,Robert,Baker,Male,33.0,Married,Master's Degree,Engineering,Senior Software Engineer,Senior,EMP01330,"New York, NY",Onsite,2023-07-18,,Active,,,186000,3.03
EMP00403,Jennifer,Thompson,Female,28.0,Married,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00660,"Chicago, IL",Hybrid,2026-02-24,2026-07-27,Terminated,Voluntary,Career Growth,73500,0.42
EMP00404,Raj,Ali,Male,36.0,Single,Bachelor's Degree,Design,Design Manager,Manager,EMP00127,"New York, NY",Hybrid,2025-07-11,,Active,,,143000,1.05
EMP00405,Sione,Mensah,Male,26.0,Single,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP00717,"Denver, CO",Onsite,2025-02-20,,Active,,,78500,1.43
EMP00406,Kofi,White,Male,23.0,Single,Master's Degree,Sales,Account Executive,Mid-Level,EMP00255,"Austin, TX",Hybrid,2026-05-24,,Active,,,83000,0.18
EMP00407,Christopher,Moore,Male,42.0,Single,High School,Marketing,Senior Marketing Manager,Senior Manager,EMP00845,Remote,Remote,2023-11-15,,Active,,,145000,2.7
EMP00408,Robert,Rodriguez,Male,21.0,Single,Master's Degree,Sales,Account Executive,Mid-Level,EMP00080,"Chicago, IL",Onsite,2025-05-16,2026-01-09,Terminated,Voluntary,Relocation,91500,0.65
EMP00409,Ngozi,Ahmed,Female,23.0,Married,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01279,"San Francisco, CA",Onsite,2022-10-07,,Active,,,94500,3.81
EMP00410,Jason,Jones,Male,28.0,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00330,"Chicago, IL",Hybrid,2025-04-21,2025-12-01,Terminated,Voluntary,Career Growth,132500,0.61
EMP00411,Mohammed,Nguyen,Male,33.0,Single,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP00220,"Denver, CO",Hybrid,2023-03-10,2023-03-20,Terminated,Voluntary,Work-Life Balance,100000,0.03
EMP00412,Thomas,Sanchez,Male,35.0,Married,Bachelor's Degree,Design,Staff Designer,Staff,EMP01523,"Austin, TX",Hybrid,2023-12-26,,Active,,,124500,2.59
EMP00413,Stephanie,Garcia,Female,26.0,Single,Master's Degree,Sales,Senior Account Executive,Senior,EMP00881,"Austin, TX",Onsite,2023-12-12,2025-10-29,Terminated,Voluntary,Compensation,97000,1.88
EMP00414,Sofia,Sanchez,Female,28.0,Divorced,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01624,"Austin, TX",Hybrid,2025-10-24,2025-09-24,Terminated,Voluntary,Compensation,84000,0.09
EMP00415,Robert,Garcia,Male,28.0,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00732,Remote,Remote,2026-01-14,,Active,,,115500,0.53
EMP00416,Angela,Green,Female,29.0,Married,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00782,"Denver, CO",Hybrid,2025-07-25,2025-12-19,Terminated,Voluntary,Career Growth,87500,0.4
EMP00417,Jose,Flores,Male,40.0,Divorced,Master's Degree,Sales,Sales Manager,Manager,EMP01283,"San Francisco, CA",Hybrid,2026-07-05,2026-07-26,Terminated,Voluntary,Personal Reasons,158000,0.06
EMP00418,Megan,Osei,Female,27.0,Married,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP00850,"Austin, TX",Hybrid,2024-12-26,2025-07-18,Terminated,Voluntary,Better Opportunity Elsewhere,123000,0.56
EMP00419,Ryan,Patel,Male,29.0,Single,High School,Sales,Account Executive,Mid-Level,,"New York, NY",Hybrid,2024-08-21,,Active,,,120000,1.93
EMP00420,Kenji,Ferrari,Male,31.0,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP01541,"New York, NY",Hybrid,2026-04-18,,Active,,,128500,0.28
EMP00421,Ngozi,Okafor,Female,23.0,Single,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP01578,"Chicago, IL",Hybrid,2024-06-05,,Active,,,91500,2.14
EMP00422,Alexander,Allen,Male,40.0,Single,Master's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP00218,Remote,Remote,2026-07-03,,Active,,,224500,0.07
EMP00423,Hannah,Jones,Female,24.0,Single,High School,CUSTOMER SUCCESS,Customer Success Manager,Mid-Level,EMP01655,"New York, NY",Hybrid,2022-10-23,2025-02-09,Terminated,Voluntary,Compensation,79000,2.3
EMP00424,Sione,Harris,Male,25.0,Divorced,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00051,"New York, NY",Hybrid,2026-07-26,,Active,,,88500,0.01
EMP00425,Ava,Torres,Female,21.0,Divorced,Bachelor's Degree,Design,Product Designer,Mid-Level,EMP00639,"San Francisco, CA",Hybrid,2023-02-05,,Active,,,97000,3.47
EMP00426,Amara,Rivera,Female,25.0,Single,PhD,Finance,Senior Financial Analyst,Senior,EMP00516,Remote,Remote,2026-05-24,,Active,,,105000,0.18
EMP00427,James,Miller,M,33.0,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00638,"Austin, TX",Hybrid,2025-06-17,,Active,,,148500,1.11
EMP00428,Sophia,Nelson,Female,21.0,Divorced,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00976,"San Francisco, CA",Hybrid,2026-07-19,,Active,,,69000,0.02
EMP00429,Zainab,Wright,Female,29.0,Married,PhD,Customer Success,Customer Success Manager,Mid-Level,EMP01537,"Chicago, IL",Hybrid,2023-06-19,,Active,,,104500,3.11
EMP00430,Hannah,Thomas,Female,26.0,Single,Bachelor's Degree,Finance,Financial Analyst II,Mid-Level,EMP00015,"Austin, TX",Hybrid,2025-07-25,,Active,,,107500,1.01
EMP00431,Ethan,Mitchell,Male,29.0,Married,Associate's Degree,Customer Success,Support Associate,Entry-Level,EMP00582,"San Francisco, CA",Hybrid,2026-07-21,,Active,,,60500,0.02
EMP00432,Nicole,Kumar,Female,38.0,Married,High School,Customer Success,CS Team Lead,Manager,EMP01054,"Chicago, IL",Onsite,2025-06-12,,Active,,,130500,1.13
EMP00433,Andrew,Kim,Male,22.0,Married,Bachelor's Degree,Marketing,Marketing Coordinator,Entry-Level,EMP01595,"Austin, TX",Hybrid,2025-09-25,2026-06-13,Terminated,Voluntary,Return to School,65500,0.71
EMP00434,Thomas,Sharma,M,26.0,Married,Master's Degree,Sales,Account Executive,Mid-Level,EMP01022,"San Francisco, CA",Onsite,2025-11-29,,Active,,,86000,0.66
EMP00435,Elizabeth,Roberts,Female,21.0,Single,Master's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00446,"New York, NY",Hybrid,2025-03-09,,Active,,,150000,1.39
EMP00436,Nicole,Baker,Female,26.0,Single,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01321,"New York, NY",Hybrid,2025-09-01,,Active,,,93000,0.9
EMP00437,Samuel,White,Male,24.0,Single,PhD,Finance,Senior Financial Analyst,Senior,EMP00930,"Austin, TX",Onsite,2025-07-18,2025-08-06,Terminated,Voluntary,Return to School,140500,0.05
EMP00438,Kwame,Kone,Male,34.0,Single,Bachelor's Degree,Sales,Sales Manager,Manager,EMP00821,Remote,Remote,2026-05-21,,Active,,,187000,0.19
EMP00439,Joseph,Kone,Male,21.0,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP01621,"Austin, TX",Hybrid,2023-02-04,2025-08-30,Terminated,Voluntary,Return to School,86500,2.57
EMP00440,Charles,Mitchell,Male,34.0,Single,Bachelor's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP01404,Remote,Remote,2024-08-10,2025-02-11,Terminated,Voluntary,Personal Reasons,204500,0.51
EMP00441,Anthony,Cohen,Male,35.0,Married,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP00594,"Austin, TX",Hybrid,2026-06-25,,Active,,,110000,0.09
EMP00442,Leilani,Wright,Female,21.0,Single,PhD,Engineering,Software Engineer II,Mid-Level,EMP00808,"New York, NY",Hybrid,2026-05-07,,Active,,,101500,0.22
EMP00443,Jason,Hernandez,Male,22.0,Married,PhD,Marketing,Marketing Specialist,Mid-Level,EMP00717,"Austin, TX",Hybrid,2025-03-22,2025-09-24,Terminated,Voluntary,Return to School,88500,0.51
EMP00444,Charlotte,Singh,Female,24.0,Divorced,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP00641,"Austin, TX",Onsite,2025-09-23,2025-10-12,Terminated,Voluntary,Career Growth,95500,0.05
EMP00445,Ana,Hernandez,Female,27.0,Married,High School,Engineering,Senior Software Engineer,Senior,EMP01661,"Austin, TX",Onsite,2024-08-01,,Active,,,147000,1.99
EMP00446,Jason,Kumar,Male,28.0,Divorced,Bachelor's Degree,Marketing,Principal Marketing Specialist,Staff,EMP00605,"New York, NY",Hybrid,2024-04-17,,Active,,,190500,2.28
EMP00447,Lucas,Santos,Male,34.0,Married,Bachelor's Degree,Customer Success,CS Team Lead,Manager,EMP01665,"New York, NY",Hybrid,2025-04-24,2025-11-27,Terminated,Voluntary,Work-Life Balance,125000,0.59
EMP00448,Liam,White,Male,45.0,Single,High School,Sales,VP of Sales,VP,EMP00191,"Austin, TX",Onsite,2024-11-29,2025-01-04,Terminated,Voluntary,Personal Reasons,277500,0.1
EMP00449,Thomas,Ferrari,Male,35.0,Divorced,Bachelor's Degree,Product,Principal Product Manager,Staff,EMP00322,Remote,Remote,2025-07-29,,Active,,,205000,1.0
EMP00450,Layla,Nguyen,Female,32.0,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00036,"San Francisco, CA",Hybrid,2023-07-02,2024-10-21,Terminated,Voluntary,Better Opportunity Elsewhere,150500,1.31
EMP00451,Amit,Adams,Male,21.0,Married,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00993,"New York, NY",Onsite,2026-07-26,,Active,,,111000,0.01
EMP00452,Rachel,Wilson,Female,31.0,Married,High School,Product,Senior Product Manager,Senior,EMP00449,"San Francisco, CA",Hybrid,2026-07-11,,Active,,,115000,0.05
EMP00453,John,Hernandez,Male,26.0,Married,Bachelor's Degree,People,HR Coordinator,Entry-Level,EMP01257,"New York, NY",Hybrid,2025-11-09,,Active,,,66000,0.71
EMP00454,Daniel,Adams,Male,29.0,Single,Bachelor's Degree,Engineering,Staff Engineer,Staff,EMP01442,Remote,Remote,2025-06-07,,Active,,,207000,1.14
EMP00455,Liam,Nguyen,Male,34.0,Married,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01505,"New York, NY",Onsite,2024-09-22,,Active,,,93500,1.85
EMP00456,Hiroshi,Flores,Male,29.0,Single,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01223,"San Francisco, CA",Hybrid,2026-03-17,,Active,,,89500,0.36
EMP00457,Charles,Khan,Male,23.0,Single,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00552,"San Francisco, CA",Hybrid,2025-11-17,,Active,,,63000,0.69
EMP00458,David,Santos,Male,24.0,Married,Master's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01252,Remote,Remote,2024-02-02,2025-02-14,Terminated,Voluntary,Work-Life Balance,84000,1.03
EMP00459,Jennifer,Singh,Female,37.0,Married,Master's Degree,People,Senior HR Business Partner,Senior,EMP00125,"Austin, TX",Hybrid,2026-05-06,,Active,,,103000,0.23
EMP00460,Ana,Perez,Female,27.0,Single,Master's Degree,Product,Product Manager,Mid-Level,EMP01134,"San Francisco, CA",Hybrid,2026-03-14,,Active,,,109000,0.37
EMP00461,Adrian,Sharma,Male,30.0,Married,PhD,Sales,Senior Account Executive,Senior,EMP00561,"Austin, TX",Hybrid,2026-06-06,,Active,,,148000,0.14
EMP00462,Andrew,Hall,Male,27.0,Divorced,Master's Degree,Design,Product Designer,Mid-Level,EMP00466,"San Francisco, CA",Hybrid,2025-12-02,,Active,,,89000,0.65
EMP00463,Liam,Khan,Male,40.0,Married,Master's Degree,Engineering,Senior Software Engineer,Senior,EMP01026,"Austin, TX",Hybrid,2025-08-01,2025-11-16,Terminated,Voluntary,Work-Life Balance,166500,0.29
EMP00464,Thomas,Garcia,M,23.0,Married,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP01038,Remote,Remote,2025-02-10,,Active,,,69000,1.46
EMP00465,Ryan,Rivera,Male,24.0,Divorced,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP01503,Remote,Remote,2026-06-21,,Active,,,71500,0.1
EMP00466,Samuel,Costa,Male,26.0,Single,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP01183,"Denver, CO",Hybrid,2026-04-05,2026-05-27,Terminated,Voluntary,Personal Reasons,156000,0.14
EMP00467,Kenji,Kumar,Male,25.0,Married,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00515,"San Francisco, CA",Hybrid,2023-02-02,2023-06-27,Terminated,Voluntary,Career Growth,81500,0.4
EMP00468,Kwame,Scott,Male,21.0,Single,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01237,"New York, NY",Onsite,2022-12-22,2024-01-16,Terminated,Voluntary,Compensation,91500,1.07
EMP00469,Alexander,Davis,Male,23.0,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,,"New York, NY",Onsite,2024-12-16,,Active,,,114000,1.61
EMP00470,Hiroshi,Martinez,Male,21.0,Married,Master's Degree,Design,Junior Product Designer,Entry-Level,EMP00425,"Denver, CO",Hybrid,2026-03-25,,Active,,,64000,0.34
EMP00471,Zainab,Kim,Female,34.0,Married,Bachelor's Degree,Customer Success,Senior CSM,Senior,,"Austin, TX",Hybrid,2026-07-02,,Active,,,97500,0.07
EMP00472,James,Campbell,Male,28.0,Single,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP00643,Remote,Remote,2024-02-10,2024-03-05,Terminated,Involuntary,Role Elimination / Restructuring,87500,0.07
EMP00473,Matthew,Osei,Male,31.0,Single,Associate's Degree,Sales,Senior Account Executive,Senior,EMP00534,"New York, NY",Hybrid,2025-08-02,2026-07-05,Terminated,Involuntary,Budget Reduction,109000,0.92
EMP00474,Sarah,Lee,Female,35.0,Married,Bachelor's Degree,Customer Success,CS Team Lead,Manager,EMP01370,Remote,Remote,2024-12-16,2025-08-29,Terminated,Voluntary,Career Growth,109000,0.7
EMP00475,Mia,Brown,Female,27.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00727,"Austin, TX",Onsite,2026-07-16,,Active,,,93000,0.03
EMP00476,Rebecca,Jackson,Female,48.0,Married,Bachelor's Degree,Sales,Director of Sales,Director,EMP01697,"San Francisco, CA",Hybrid,2026-03-19,2026-04-20,Terminated,Voluntary,Personal Reasons,200000,0.09
EMP00477,Ngozi,Santos,Female,26.0,Single,Master's Degree,Product,Senior Product Manager,Senior,EMP00449,"Austin, TX",Hybrid,2026-03-29,2026-05-01,Terminated,Voluntary,Better Opportunity Elsewhere,118500,0.09
EMP00478,David,Sharma,Male,31.0,Married,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP00521,Remote,Remote,2025-04-07,,Active,,,150000,1.31
